"Postcode","Latitude","Longitude","District","Ward","Roads","Population","Households"
"CF10 4AA","51.465400","-3.161747","Cardiff","Butetown","Britannia Quay,Plas Bute","",""
"CF10 4AB","51.472422","-3.167267","Cardiff","Butetown","Heol Letton","",""
"CF10 4AE","51.472813","-3.169552","Cardiff","Butetown","Vellacott Close","20","11"
"CF10 4AF","51.472438","-3.169240","Cardiff","Butetown","Rhodfa Lloyd George,Vellacott Close","45","27"
"CF10 4AG","51.474913","-3.169059","Cardiff","Butetown","Craiglee Drive","36","18"
"CF10 4AH","51.476206","-3.166572","Cardiff","Butetown","Atlantic Wharf","22","12"
"CF10 4AJ","51.476299","-3.166258","Cardiff","Butetown","Atlantic Wharf","22","13"
"CF10 4AL","51.476401","-3.165943","Cardiff","Butetown","Atlantic Wharf","22","12"
"CF10 4AN","51.475141","-3.169612","Cardiff","Butetown","","1","1"
"CF10 4AP","51.476934","-3.167512","Cardiff","Butetown","Ellen Street,Schooner Way","1","1"
"CF10 4AQ","51.473197","-3.169850","Cardiff","Butetown","Vellacott Close","51","33"
"CF10 4AR","51.474714","-3.170997","Cardiff","Butetown","Rhodfa Lloyd George,Vellacott Close","24","16"
"CF10 4AS","51.474321","-3.170699","Cardiff","Butetown","Vellacott Close","57","30"
"CF10 4AT","51.473795","-3.170297","Cardiff","Butetown","Vellacott Close","53","31"
"CF10 4AU","51.468400","-3.159390","Cardiff","Butetown","A4234,Ffordd Ewart Parkinson,Galleon Way,Heol Hemingway","6","3"
"CF10 4AW","51.475174","-3.168187","Cardiff","Butetown","Llansannor Drive","40","20"
"CF10 4AX","51.463751","-3.160280","Cardiff","Butetown","Britannia Quay","",""
"CF10 4AZ","51.476856","-3.168100","Cardiff","Butetown","Ellen Street,Tyndall Street","",""
"CF10 4BA","51.478439","-3.164440","Cardiff","Butetown","East Bay Close,Tyndall Street","",""
"CF10 4BB","51.477044","-3.163656","Cardiff","Butetown","Tyndall Street,Wharf Road East","",""
"CF10 4BD","51.474430","-3.168787","Cardiff","Butetown","Thornaby Court","43","22"
"CF10 4BE","51.477093","-3.166854","Cardiff","Butetown","Tyndall Street","65","24"
"CF10 4BH","51.473492","-3.166388","Cardiff","Butetown","Felbridge Close,Schooner Way","69","39"
"CF10 4BJ","51.473968","-3.167350","Cardiff","Butetown","Celerity Drive","63","28"
"CF10 4BL","51.473653","-3.168249","Cardiff","Butetown","Celerity Drive","24","13"
"CF10 4BN","51.472851","-3.168444","Cardiff","Butetown","Craiglee Drive","96","46"
"CF10 4BP","51.477346","-3.167667","Cardiff","Butetown","Ellen Street,Rosemary Street","",""
"CF10 4BR","51.471440","-3.168423","Cardiff","Butetown","Magretion Place","111","65"
"CF10 4BS","51.473181","-3.166884","Cardiff","Butetown","Craiglee Drive","22","15"
"CF10 4BT","51.473516","-3.167554","Cardiff","Butetown","Craiglee Drive","51","31"
"CF10 4BU","51.474468","-3.166844","Cardiff","Butetown","Mervinian Close","22","12"
"CF10 4BW","51.474668","-3.167469","Cardiff","Butetown","Llansannor Drive,Mervinian Close","46","27"
"CF10 4BX","51.475374","-3.167026","Cardiff","Butetown","Llansannor Drive","76","46"
"CF10 4BY","51.475954","-3.170165","Cardiff","Butetown","A4160,Tyndall Street","",""
"CF10 4BZ","51.476495","-3.170006","Cardiff","Butetown","A4160,Tyndall Street","",""
"CF10 4DA","51.468431","-3.166244","Cardiff","Butetown","Ffordd Garthorne","60","30"
"CF10 4DB","51.468101","-3.165976","Cardiff","Butetown","Ffordd Garthorne,Rhodfa Lloyd George","19","12"
"CF10 4DD","51.467789","-3.165738","Cardiff","Butetown","Ffordd Garthorne,Heol Hemingway,Rhodfa Lloyd George","55","31"
"CF10 4DE","51.468958","-3.166632","Cardiff","Butetown","Ffordd Garthorne","36","23"
"CF10 4DG","51.476175","-3.171452","Cardiff","Butetown","A4160","",""
"CF10 4DH","51.469395","-3.166960","Cardiff","Butetown","Ffordd Garthorne","54","30"
"CF10 4DL","51.469930","-3.167362","Cardiff","Butetown","Clos Glanhowny,Ffordd Garthorne","52","29"
"CF10 4DN","51.471876","-3.168808","Cardiff","Butetown","Heol Letton,Silurian Place","65","10"
"CF10 4DP","51.470653","-3.167899","Cardiff","Butetown","Clos Glanhowny,Magretion Place","68","13"
"CF10 4DQ","51.466762","-3.158643","Cardiff","Butetown","A4234,Ffordd Ewart Parkinson,Plas Bute","",""
"CF10 4DR","51.471172","-3.168229","Cardiff","Butetown","Clos Glanhowny,Magretion Place","33","20"
"CF10 4DS","51.476711","-3.170890","Cardiff","Butetown","","",""
"CF10 4DT","51.476711","-3.170890","Cardiff","Butetown","Magretion Place,Tyndall Street","",""
"CF10 4DU","51.475712","-3.166502","Cardiff","Butetown","Schooner Way","24","13"
"CF10 4DW","51.475998","-3.166667","Cardiff","Butetown","Schooner Way","20","13"
"CF10 4DX","51.475176","-3.166099","Cardiff","Butetown","Curran Embankment,Schooner Way","24","15"
"CF10 4DY","51.475373","-3.166263","Cardiff","Butetown","Llansannor Drive,Schooner Way","27","15"
"CF10 4DZ","51.475998","-3.166667","Cardiff","Butetown","Brigantine Place,Schooner Way","",""
"CF10 4EA","51.472288","-3.165378","Cardiff","Butetown","Longueil Close","69","41"
"CF10 4EB","51.471632","-3.163576","Cardiff","Butetown","Henke Court,Schooner Way","152","93"
"CF10 4ED","51.469448","-3.149800","Cardiff","Butetown","Cargo Road,Clipper Road,Ffordd Ewart Parkinson,Old Clipper Road,Roath Dock Road","",""
"CF10 4EE","51.472382","-3.164099","Cardiff","Butetown","Longueil Close","",""
"CF10 4EF","51.476711","-3.170890","Cardiff","Butetown","","",""
"CF10 4EG","51.471277","-3.163970","Cardiff","Butetown","Henke Court","20","12"
"CF10 4EH","51.476711","-3.170890","Cardiff","Butetown","","",""
"CF10 4EJ","51.470975","-3.164509","Cardiff","Butetown","Barquentine Place,Henke Court","38","26"
"CF10 4EL","51.471502","-3.164897","Cardiff","Butetown","Henke Court","58","32"
"CF10 4EN","51.470847","-3.154716","Cardiff","Splott","Roath Dock Road","",""
"CF10 4EP","51.476614","-3.167072","Cardiff","Butetown","Schooner Way","24","12"
"CF10 4EQ","51.474181","-3.165858","Cardiff","Butetown","Schooner Way","127","57"
"CF10 4ER","51.470518","-3.164296","Cardiff","Butetown","Schooner Way","",""
"CF10 4ES","51.470337","-3.163600","Cardiff","Butetown","Schooner Drive,Schooner Way","",""
"CF10 4ET","51.470784","-3.162906","Cardiff","Butetown","Schooner Drive","",""
"CF10 4EU","51.472733","-3.164957","Cardiff","Butetown","Schooner Way","2","1"
"CF10 4EW","51.470191","-3.144549","Cardiff","Butetown","Clipper Road,Old Clipper Road","",""
"CF10 4EY","51.473203","-3.164696","Cardiff","Butetown","Schooner Way","",""
"CF10 4FB","51.478039","-3.170334","Cardiff","Adamsdown","Pellett Street","",""
"CF10 4FD","51.478039","-3.170334","Cardiff","Adamsdown","Pellett Street","1028","0"
"CF10 4FE","51.464906","-3.160784","Cardiff","Butetown","","",""
"CF10 4FG","51.479132","-3.167957","Cardiff","Adamsdown","Morgan Street,Sandon Street","",""
"CF10 4FU","51.478810","-3.176790","Cardiff","Cathays","","",""
"CF10 4GA","51.461431","-3.158465","Cardiff","Butetown","Cargo Road,Locks Road,Teigr Way","",""
"CF10 4HB","51.476651","-3.166079","Cardiff","Butetown","Atlantic Wharf","9","7"
"CF10 4HD","51.476857","-3.166243","Cardiff","Butetown","Atlantic Wharf","17","12"
"CF10 4HE","51.476505","-3.165471","Cardiff","Butetown","Atlantic Wharf","",""
"CF10 4HG","51.476617","-3.165013","Cardiff","Butetown","Atlantic Wharf,Tyndall Street","39","26"
"CF10 4JA","51.469003","-3.161162","Cardiff","Butetown","Galleon Way","97","56"
"CF10 4JB","51.468999","-3.160615","Cardiff","Butetown","Galleon Way","54","33"
"CF10 4JD","51.469318","-3.160177","Cardiff","Butetown","East Moors Road,Galleon Way,Heol Hemingway","104","67"
"CF10 4JE","51.468479","-3.161422","Cardiff","Butetown","Galleon Way,Heol Hemingway","76","48"
"CF10 4JF","51.469318","-3.160177","Cardiff","Butetown","Galleon Way","48","28"
"CF10 4JY","51.467185","-3.164010","Cardiff","Butetown","Heol Hemingway","",""
"CF10 4LB","51.464751","-3.149134","Cardiff","Butetown","Compass Road,Teigr Way","",""
"CF10 4LG","51.475309","-3.169011","Cardiff","Butetown","","",""
"CF10 4LJ","51.471507","-3.139614","Cardiff","Butetown","Clos Marion,Rover Way","",""
"CF10 4LL","51.462446","-3.149451","Cardiff","Butetown","Cold Stores Road,Longships Road,Teigr Way","",""
"CF10 4LN","51.475438","-3.168712","Cardiff","Butetown","","",""
"CF10 4LQ","51.470366","-3.140479","Cardiff","Butetown","Clos Marion,Foreshore Road,Ocean Way","",""
"CF10 4LW","51.462022","-3.151427","Cardiff","Butetown","Cold Stores Road,Teigr Way,Tyneside Road","",""
"CF10 4LX","51.467626","-3.146658","Cardiff","Butetown","Old Clipper Road,Roath Dock Road,Rover Way","",""
"CF10 4LY","51.453070","-3.161017","Cardiff","Butetown","Cargo Road,Cold Stores Road,Compass Road,Locks Road,Old Clipper Road,Teigr Way,Tyneside Road","",""
"CF10 4LZ","51.468364","-3.138312","Cardiff","Butetown","Clos Marion,Foreshore Road","",""
"CF10 4NF","51.470704","-3.165539","Cardiff","Butetown","Barquentine Place","40","18"
"CF10 4NG","51.471355","-3.166045","Cardiff","Butetown","Longueil Close,Windlass Court","72","39"
"CF10 4NH","51.470365","-3.165228","Cardiff","Butetown","Albert Square","90","47"
"CF10 4NJ","51.470178","-3.166015","Cardiff","Butetown","Albert Square,Schooner Way","50","33"
"CF10 4NL","51.472138","-3.165993","Cardiff","Butetown","Corvette Court","59","36"
"CF10 4NN","51.471555","-3.166784","Cardiff","Butetown","Corvette Court","60","34"
"CF10 4NP","51.465136","-3.157551","Cardiff","Butetown","Adventurers Quay,Galleon Way","70","49"
"CF10 4NQ","51.464614","-3.157567","Cardiff","Butetown","Adventurers Quay","69","39"
"CF10 4NR","51.464906","-3.156221","Cardiff","Butetown","Adventurers Quay,Teigr Way","90","59"
"CF10 4NS","51.466081","-3.157518","Cardiff","Butetown","Adventurers Quay,Ffordd Ewart Parkinson","87","51"
"CF10 4PA","51.461388","-3.161919","Cardiff","Butetown","Britannia Quay,Harbour Drive,Locks Road,Teigr Way","1","1"
"CF10 4PD","51.466072","-3.159274","Cardiff","Butetown","Falcon Drive,Plas Bute","136","93"
"CF10 4PE","51.466072","-3.159274","Cardiff","Butetown","Falcon Drive","84","58"
"CF10 4PH","51.464906","-3.160799","Cardiff","Butetown","A4160,Britannia Quay,Plas Bute","",""
"CF10 4PJ","51.464906","-3.160784","Cardiff","Butetown","Britannia Quay,Plas Bute","",""
"CF10 4PL","51.463751","-3.160280","Cardiff","Butetown","Britannia Quay","",""
"CF10 4PZ","51.463576","-3.163428","Cardiff","Butetown","Plas Bute","",""
"CF10 4QH","51.465756","-3.164895","Cardiff","Butetown","Rhodfa Lloyd George","",""
"CF10 4QL","51.475422","-3.171188","Cardiff","Butetown","Rhodfa Lloyd George","70","43"
"CF10 4QP","51.465489","-3.160051","Cardiff","Butetown","Plas Bute","",""
"CF10 4RA","51.466269","-3.158429","Cardiff","Butetown","Falcon Drive,Plas Bute","66","48"
"CF10 4RB","51.465990","-3.158509","Cardiff","Butetown","Falcon Drive","69","49"
"CF10 4RD","51.465576","-3.158498","Cardiff","Butetown","Falcon Drive","86","59"
"CF10 4RE","51.465154","-3.158502","Cardiff","Butetown","Falcon Drive,Plas Bute","109","71"
"CF10 4RF","51.464758","-3.158506","Cardiff","Butetown","Falcon Drive","127","72"
"CF10 4RG","51.464331","-3.158913","Cardiff","Butetown","Falcon Drive","117","72"
"CF10 4RH","51.464679","-3.159210","Cardiff","Butetown","Falcon Drive","88","59"
"CF10 4RP","51.457513","-3.151874","Cardiff","Butetown","Cargo Road,Cold Stores Road,Locks Road,Longships Road,Queens Road South,Roath Dock Road,Rover Way,Teigr Way,Tyneside Road,Viking Place","",""
"CF10 4RT","51.476428","-3.167715","Cardiff","Butetown","Schooner Way","",""
"CF10 4RU","51.465155","-3.159322","Cardiff","Butetown","Falcon Drive","",""
"CF10 4SF","51.478892","-3.163170","Cardiff","Butetown","East Bay Close","",""
"CF10 4SP","51.468820","-3.139533","Cardiff","Butetown","Clos Marion,Foreshore Road","",""
"CF10 4TR","51.465620","-3.140288","Cardiff","Butetown","Rover Way,Viking Place","",""
"CF10 4TS","51.466685","-3.141769","Cardiff","Butetown","Viking Place","",""
"CF10 4TT","51.477669","-3.166811","Cardiff","Butetown","Ellen Street","",""
"CF10 4US","51.465985","-3.142514","Cardiff","Butetown","Rover Way,Viking Place","",""
"CF10 4UW","51.469630","-3.163208","Cardiff","Butetown","Heol Hemingway","",""
"CF10 4WR","51.465736","-3.193643","Cardiff","Grangetown","A4160","",""
"CF10 4WZ","51.462858","-3.161539","Cardiff","Butetown","Britannia Quay,Harbour Drive","",""
"CF10 4XZ","51.469996","-3.142427","Cardiff","Butetown","Coaster Place,Ffordd Ewart Parkinson","",""
"CF10 4ZA","51.469897","-3.163460","Cardiff","Butetown","","",""
"CF10 5AB","51.464405","-3.166012","Cardiff","Butetown","A4160,New George Street","2","1"
"CF10 5AD","51.465049","-3.166331","Cardiff","Butetown","A4160,Bute Crescent,Plas Bute","16","10"
"CF10 5AE","51.466073","-3.166457","Cardiff","Butetown","A4160","",""
"CF10 5AF","51.466249","-3.165958","Cardiff","Butetown","A4160","",""
"CF10 5AG","51.465881","-3.165819","Cardiff","Butetown","A4160","1","1"
"CF10 5AH","51.465748","-3.165672","Cardiff","Butetown","A4160","",""
"CF10 5AJ","51.465181","-3.165729","Cardiff","Butetown","A4160,Plas Bute","",""
"CF10 5AL","51.464801","-3.163229","Cardiff","Butetown","Bute Crescent,Plas Bute","",""
"CF10 5AN","51.464117","-3.165155","Cardiff","Butetown","Bute Crescent","3","2"
"CF10 5AP","51.467670","-3.167693","Cardiff","Butetown","A4160,West Close","128","25"
"CF10 5AS","51.464530","-3.166044","Cardiff","Butetown","A4160","",""
"CF10 5AU","51.465406","-3.171119","Cardiff","Butetown","Ffordd Radcliffe,Heol Tredwen,Soudry Way","128","65"
"CF10 5AX","51.464976","-3.172749","Cardiff","Butetown","Clarence Road,Heol Tredwen,Hurman Street","122","70"
"CF10 5AY","51.463908","-3.165308","Cardiff","Butetown","A4160,Bute Crescent","44","25"
"CF10 5BB","51.465347","-3.167101","Cardiff","Butetown","West Bute Street","",""
"CF10 5BD","51.461792","-3.169213","Cardiff","Butetown","Bute Esplanade,Dudley Street,Eleanor Place,Havannah Street,Windsor Terrace","12","6"
"CF10 5BE","51.461490","-3.169752","Cardiff","Butetown","Bute Esplanade,West Bute Street,Windsor Terrace","11","4"
"CF10 5BF","51.472512","-3.175361","Cardiff","Butetown","Dumballs Road,Tresillian Terrace","",""
"CF10 5BG","51.460442","-3.172072","Cardiff","Butetown","Windsor Esplanade","107","50"
"CF10 5BJ","51.461532","-3.170991","Cardiff","Butetown","Eleanor Place,Windsor Esplanade","123","49"
"CF10 5BL","51.461921","-3.169835","Cardiff","Butetown","Dudley Street","20","7"
"CF10 5BN","51.464553","-3.165612","Cardiff","Butetown","A4160,Bute Crescent,James Street","",""
"CF10 5BP","51.465101","-3.165583","Cardiff","Butetown","","",""
"CF10 5BQ","51.462203","-3.169439","Cardiff","Butetown","Dudley Court,Havannah Street,Stuart Street","18","12"
"CF10 5BR","51.464152","-3.169691","Cardiff","Butetown","Adelaide Place,James Street","2","2"
"CF10 5BS","51.463627","-3.168223","Cardiff","Butetown","Adelaide Street,Royal Stuart Lane,Stuart Street","20","12"
"CF10 5BT","51.475249","-3.175964","Cardiff","Butetown","A4160,Heol Eglwys Fair,Stryd John,Tresillian Terrace","",""
"CF10 5BU","51.462921","-3.166910","Cardiff","Butetown","Stuart Place,Stuart Street","",""
"CF10 5BW","51.462857","-3.166980","Cardiff","Butetown","Adelaide Street,Stuart Place,Stuart Street","18","13"
"CF10 5BX","51.464493","-3.165280","Cardiff","Butetown","Bute Crescent,New George Street,Stuart Place","",""
"CF10 5BY","51.464192","-3.167460","Cardiff","Butetown","Louisa Place,Mount Stuart Square,West Bute Street","183","76"
"CF10 5BZ","51.463431","-3.165354","Cardiff","Butetown","A4160,Bute Crescent,Harbour Drive,Plas Bute,Stuart Street","3","3"
"CF10 5DB","51.475505","-3.176432","Cardiff","Butetown","West Canal Wharf","",""
"CF10 5DE","51.474026","-3.176782","Cardiff","Butetown","A4160,A4161,Tresillian Terrace","12","4"
"CF10 5DF","51.469764","-3.176831","Cardiff","Butetown","Curran Road,Dumballs Road,Ystrad Street","",""
"CF10 5DJ","51.473209","-3.178460","Cardiff","Butetown","A4160,Curran Road","",""
"CF10 5DL","51.472089","-3.179915","Cardiff","Butetown","A4160,Curran Embankment","",""
"CF10 5DN","51.473375","-3.178969","Cardiff","Butetown","A4160,Crawshay Street,Curran Embankment,Harpur Street,Percy Street,Trade Street","27","15"
"CF10 5DP","51.464883","-3.168514","Cardiff","Butetown","Mount Stuart Square","1","1"
"CF10 5DQ","51.472717","-3.178246","Cardiff","Butetown","Curran Road,Trade Street","",""
"CF10 5DR","51.472505","-3.178788","Cardiff","Butetown","Trade Street,Trade Street Lane","",""
"CF10 5DS","51.473722","-3.179366","Cardiff","Butetown","A4160,Crawshay Street,Harpur Street","8","7"
"CF10 5DT","51.471941","-3.178500","Cardiff","Butetown","Dumballs Road,Trade Street","",""
"CF10 5DW","51.473576","-3.175993","Cardiff","Butetown","Hansen Street,Tresillian Terrace","",""
"CF10 5DX","51.471756","-3.180827","Cardiff","Butetown","Curran Embankment,Curran Road","",""
"CF10 5DY","51.471844","-3.179217","Cardiff","Butetown","","",""
"CF10 5DZ","51.464306","-3.172315","Cardiff","Butetown","Clarence Road","",""
"CF10 5EA","51.466940","-3.166969","Cardiff","Butetown","A4160","",""
"CF10 5EB","51.465489","-3.168213","Cardiff","Butetown","Mount Stuart Square","",""
"CF10 5EE","51.465010","-3.167553","Cardiff","Butetown","Mount Stuart Square","9","7"
"CF10 5EF","51.465200","-3.169257","Cardiff","Butetown","Mount Stuart Square","",""
"CF10 5EG","51.472810","-3.177917","Cardiff","Butetown","Trade Street","",""
"CF10 5EH","51.472810","-3.177917","Cardiff","Butetown","Trade Street","",""
"CF10 5EJ","51.474144","-3.172207","Cardiff","Butetown","A4160,Greek Church Street,Heol Letton,North Church Street","",""
"CF10 5EL","51.463954","-3.169757","Cardiff","Butetown","James Street,Royal Stuart Lane","5","1"
"CF10 5EN","51.464821","-3.166641","Cardiff","Butetown","Ship Lane,West Bute Street","",""
"CF10 5EP","51.464924","-3.167177","Cardiff","Butetown","West Bute Street","13","10"
"CF10 5EQ","51.465434","-3.166484","Cardiff","Butetown","A4160,Mount Stuart Square","",""
"CF10 5ER","51.464599","-3.166405","Cardiff","Butetown","James Street","4","3"
"CF10 5ES","51.465191","-3.167428","Cardiff","Butetown","James Street,Mount Stuart Square","",""
"CF10 5ET","51.463827","-3.173483","Cardiff","Butetown","Clarence Place","",""
"CF10 5EU","51.465347","-3.167101","Cardiff","Butetown","","",""
"CF10 5EW","51.464674","-3.170596","Cardiff","Butetown","Dumballs Road,James Street","",""
"CF10 5EX","51.464752","-3.167302","Cardiff","Butetown","James Street","6","3"
"CF10 5EY","51.464702","-3.168625","Cardiff","Butetown","James Street","6","1"
"CF10 5EZ","51.464659","-3.169344","Cardiff","Butetown","James Street","1","1"
"CF10 5FA","51.464591","-3.171688","Cardiff","Butetown","Clarence Road","",""
"CF10 5FB","51.464347","-3.172661","Cardiff","Butetown","Clarence Road","",""
"CF10 5FE","51.470297","-3.173893","Cardiff","Butetown","Curran Road,Dumballs Road,Heol Glanrheidol,Lynton Court","",""
"CF10 5FG","51.466615","-3.169826","Cardiff","Butetown","Dumballs Road","",""
"CF10 5FH","51.464913","-3.168256","Cardiff","Butetown","Mount Stuart Square","",""
"CF10 5FJ","51.465200","-3.169257","Cardiff","Butetown","Mount Stuart Square","2","1"
"CF10 5FL","51.465780","-3.166968","Cardiff","Butetown","A4160,Mount Stuart Square","2","2"
"CF10 5FN","51.472616","-3.176689","Cardiff","Butetown","Dumballs Road,Mount Stuart Square","",""
"CF10 5FP","51.464215","-3.171520","Cardiff","Butetown","Clarence Road,Pomeroy Street","28","25"
"CF10 5FQ","51.464978","-3.168992","Cardiff","Butetown","Mount Stuart Square","",""
"CF10 5FR","51.464348","-3.170790","Cardiff","Butetown","Clarence Road,Harrowby Street","11","8"
"CF10 5FS","51.468423","-3.171556","Cardiff","Butetown","Dumballs Road,Overstone Court","97","71"
"CF10 5FT","51.465100","-3.166634","Cardiff","Butetown","West Bute Street","44","31"
